,Player_Name,Height,Weight,Age,Preferred_foot,overall_score,potential_score,Ball_Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping,Weekly_Wage,Market_Value
251,Mattia Perin,188,77,27,Right,82,84,21,17,39.6,25,50.86,20.12,80.2,20000,28000000
252,Neto,190,84,31,Right,82,82,21.5,15.33,41.6,29.33,56.57,20.88,80,125000,20500000
253,Oliver Baumann,187,82,30,Right,82,82,18,15.67,39.4,23,53.29,19.38,80.2,36000,20500000
254,Mário Fernandes,187,80,30,Right,82,82,79.5,81.33,77,76.33,79.14,59.38,12.8,25500,27000000
255,Alphonse Areola,195,94,27,Right,82,86,17,14.33,41.8,35,58.86,22.5,81.2,70000,32000000
256,Daley Blind,180,72,30,Left,82,82,79.5,82.33,78.6,82.33,64.43,68,11,22500,25000000
257,Canales,176,65,29,Left,82,82,83.5,62,77.4,81.33,70.43,73.38,13.6,36000,29500000
258,Aaron Ramsey,183,76,29,Right,82,82,82,69.33,77.8,79.67,71.14,72.25,8,100000,29500000
259,Aleksandar Kolarov,187,81,34,Left,82,82,78.5,82,83.8,81.67,70.29,79.75,12.2,105000,11000000
260,Marko Arnautović,192,83,31,Right,82,82,80.5,40.33,70.8,78,79.71,79.5,12.8,23500,25500000
261,Jérôme Boateng,192,90,32,Right,82,82,67,83.67,74.4,76.67,69.57,54.5,9,80000,21000000
262,Fernando Muslera,190,74,34,Right,82,82,26,14.67,39.8,35.33,63.29,18.25,80,65000,5000000
263,Ivan Perišić,186,80,31,Left,82,82,79,56.67,75.6,78.67,78.71,78.62,7.6,115000,25000000
264,Willian,175,77,32,Right,82,82,85,50.33,67.6,77.67,69.86,72.25,11.8,110000,25000000
265,Sergio Asenjo,189,87,31,Right,82,82,14.5,17.67,39.4,34,58.86,21.62,81,33000,16000000
266,Lars Bender,185,78,31,Right,82,82,73.5,84.67,80,74.33,67.43,60.75,8.8,70000,22000000
267,Dimitri Payet,175,77,33,Right,82,82,85.5,36.67,67,83.33,67.57,77.88,12.2,60000,19000000
268,Mesut Özil,180,71,31,Left,82,82,85,19.67,62.4,83.67,60.43,70,10,100000,25000000
269,Ivan Rakitić,184,78,32,Right,82,82,80,75,77,85,60.57,78.62,10.2,39000,24000000
270,Raúl Albiol,187,74,35,Right,82,82,65,87,70.8,61.33,57.43,48.5,7.2,41000,10000000
271,Gianluigi Buffon,192,92,42,Right,82,82,27,11.67,45.6,28.33,45.71,21.12,79.2,41000,1000
272,Renan Lodi,173,68,22,Left,81,87,81,76.67,77.8,77.33,80.29,65.88,11,49000,38500000
273,João Félix,181,70,20,Right,81,93,83,35.67,71.2,72.33,77.57,75.88,13.2,50000,62500000
274,Moussa Diaby,170,67,21,Left,81,88,83.5,43.67,65.4,75.33,77.57,54.75,9.4,55000,51000000
275,Ferran Torres,184,77,20,Right,81,89,80.5,29,62.8,78.33,74.86,69.38,11.8,95000,56500000
276,Rúben Dias,187,82,23,Right,81,87,59.5,82.67,74,59.67,71,42.62,9.4,105000,37000000
277,Cucurella,172,66,22,Left,81,89,79.5,75.33,76.8,80,79.57,61.25,10,27500,58000000
278,Tomáš Souček,192,86,25,Right,81,86,75,79.67,76.6,75,73.14,66.5,8.6,46000,34500000
279,Manuel Lazzari,174,67,26,Right,81,82,81.5,54,67.6,78.33,76.43,57.62,9.4,70000,30500000
280,Houssem Aouar,175,70,22,Right,81,89,85,64.67,75.2,77.67,73.71,71.5,9.6,65000,57500000
281,Alphonso Davies,181,72,19,Left,81,89,82,77.67,76.2,69.33,85.71,61.88,9.4,40000,53000000
282,Raphinha,176,68,23,Left,81,85,82,45.67,74.2,72,81.86,71.12,10,50000,37000000
283,Richarlison,181,71,23,Right,81,88,82,48,73,70.33,80.71,75.12,10.2,90000,52000000
284,Oswaldinato,184,79,28,Right,81,81,77.5,14.67,63.6,66.33,76.43,73.62,8.6,28000,26500000
285,Nuno Padrenda,180,75,24,Right,81,81,84.5,48,69.4,78.33,75.29,68.12,9,21500,29500000
286,Welington Dano,178,69,20,Left,81,81,77.5,76,76,77,78.14,58.88,12,,
287,Louri Beretta,188,83,28,Right,81,81,74.5,25.67,68.6,58.67,72,77.5,15.6,55000,26500000
288,Rosberto Dourado,175,70,20,Right,81,81,76.5,83,75.2,73.67,70.71,60.88,12.4,30000,25500000
289,Adryan Zonta,172,68,28,Left,81,81,74.5,71.33,73.6,77.67,85,67,12,24000,23500000
290,Juiano Mestres,181,82,24,Right,81,81,62,82,74.8,55,75,66.12,14.6,,
291,Ben Chilwell,178,77,23,Left,81,85,79.5,79.33,75.6,74.67,77.14,56.88,9.6,80000,34500000
292,Christian Pulisic,177,69,22,Right,81,87,84.5,39,61.2,69.33,80.14,64.38,12.6,85000,41500000
293,Marko Dmitrović,194,94,28,Left,81,82,8.5,20.33,36.2,36.67,45.71,21.75,80,29500,20500000
294,Benjamin Pavard,186,76,24,Right,81,85,72.5,80.33,74.6,78,73.14,60.5,10.6,65000,34500000
295,Presnel Kimpembe,189,80,25,Left,81,85,69,81.67,73.4,72,74.57,46,10.6,70000,33000000
296,Gonçalo Guedes,179,68,23,Right,81,87,81.5,29.33,71.2,74.67,77.43,73.75,10,39000,40500000
297,Lucas Torreira,168,65,24,Right,81,85,78,80,78.6,75.33,73.14,65.88,7.8,75000,33500000
298,Wout Weghorst,197,84,28,Right,81,81,72,31.33,73.6,55.33,70.71,70.25,12.4,60000,28000000
299,Everton,174,72,24,Right,81,86,84,29,64.4,72,76.71,67.25,14.6,16500,39000000
300,Naby Keïta,172,64,25,Right,81,85,87.5,64.67,78,74.33,69.57,66,11.8,95000,35500000
301,Davinson Sánchez,187,79,24,Right,81,84,67,83.67,71,59,73.14,44.88,9.4,80000,31500000
302,James Maddison,175,73,23,Right,81,85,82.5,55.33,68.4,82.33,69.29,72.88,13,80000,37000000
303,Matteo Politano,171,67,27,Left,81,81,83.5,40.33,67.4,78.33,72,72.12,9.6,105000,28000000
304,Youri Tielemans,176,72,23,Right,81,85,80.5,68,76.2,81.67,67.86,77,10,80000,36500000
305,Iñaki Williams,186,79,26,Right,81,84,78.5,36.67,68,72,85.43,72.75,13.2,35000,34000000
306,Capa,175,75,28,Right,81,81,78,76,79,76,84.86,64,10.8,31000,23500000
307,Ignacio Fernández,182,70,30,Left,81,81,82,69.67,79.2,78.67,73,75.88,10.2,25000,24500000
308,Joaquín Correa,188,77,26,Right,81,84,87,34,63.2,76.33,76.14,71.38,8.8,75000,34500000
309,Walter Benítez,191,93,27,Right,81,84,14.5,18,40.8,21.67,53.29,21.62,79.8,34000,25500000
310,Thomas Lemar,171,62,24,Left,81,85,84.5,59,72.4,79.67,74.14,74.38,12,55000,37000000
311,Odisseas Vlachodimos,188,77,26,Right,81,86,18,14.33,41.6,22,49.86,19.12,78,14000,29500000
312,Moussa Dembélé,183,74,24,Right,81,85,76,23,67.8,56.67,81.29,71.5,9.8,70000,37500000
313,Jonny,170,70,26,Right,81,84,76.5,80,76,72.67,75.43,55.38,9,85000,31000000
314,Adrien Rabiot,192,80,25,Left,81,82,81,75.33,79.2,77.67,74.43,72,10.4,85000,30500000
315,Fred,169,62,27,Left,81,83,82.5,75.33,80.2,78.33,78.14,69.38,12.8,115000,28000000
316,Marten de Roon,185,76,29,Right,81,81,73.5,81.67,79.8,73.67,72.57,67.62,12,60000,22000000
317,Josef Martínez,170,69,27,Right,81,82,77.5,18.33,65.4,59,85.57,73.88,12,14000,30000000
318,Luke Shaw,181,75,25,Left,81,83,78.5,80.33,78.4,74,77.43,59.25,9.8,95000,31000000
319,Esteban Andrada,193,83,29,Right,81,82,19.5,19.67,37.2,30,48.57,21,80.6,19500,20000000
320,Sébastien Haller,190,82,26,Right,81,83,77,51.67,71.8,54.67,72.29,74.12,8,60000,32500000
321,Alessio Cragno,184,78,26,Right,81,85,17,14.33,39.4,22,47.14,20,79,32000,27500000
322,Antonio Rüdiger,190,85,27,Right,81,83,64.5,83,72.2,71.67,70.29,49.25,11.8,90000,27500000
323,Arkadiusz Milik,186,78,26,Left,81,84,78.5,33.67,68.6,62,68.14,81.38,12.4,80000,34000000
324,Jordan Pickford,185,77,26,Left,81,84,27,17.67,45.6,42.67,55.43,26.38,81.4,70000,26000000
325,Benjamin Mendy,185,85,26,Left,81,84,78.5,78.67,77,78.67,76.14,57.5,9.4,115000,31500000
326,Stefan Savić,187,81,29,Right,81,82,57,83.67,70,58.33,63.14,39.75,13.2,60000,24000000
327,Eran Zahavi,182,71,33,Right,81,81,82.5,35,67,72,78.71,77.38,12.4,27000,21000000
328,Santiago Arias,178,72,28,Right,81,81,75.5,77.67,76.2,74.67,80.57,53.25,13.2,60000,23500000
329,Alessandro Florenzi,173,67,29,Right,81,81,77.5,77.33,79.6,75.67,77.86,77.38,9.6,85000,22500000
330,Suso,176,70,26,Left,81,81,87.5,30.33,54.2,81,70,74.5,11.2,39000,28000000
331,Thomas Meunier,190,82,29,Right,81,81,77,77,76.8,78.33,75.57,71.38,10.2,65000,23500000
332,Felipe Anderson,175,70,27,Right,81,81,85.5,50.67,74,78,72.71,69,8.6,55000,27500000
333,Matt Doherty,182,87,28,Right,81,81,76.5,76,76,75.67,76.29,59.62,11,95000,23500000
334,Ismaily,177,86,30,Left,81,81,82,75.33,76.8,76,78.29,60,10.2,22500,22000000
335,Kevin Volland,179,85,28,Left,81,81,79,35,73.8,77,78,80,8.6,65000,28000000
336,Paco Alcácer,175,72,27,Right,81,82,80,29.67,67.6,60.67,72.43,81.88,10.6,45000,31000000
337,Steven Berghuis,182,75,28,Left,81,81,83,33.33,67.2,82.33,71.71,76.38,9.8,23000,26000000
338,Jasper Cillessen,185,83,31,Right,81,81,22,13.67,40.2,34,54.86,19.38,79.4,33000,13500000
339,Jordi Masip,180,68,31,Right,81,81,21,16,38,33.33,63.14,20.5,79.4,21000,13500000
340,Pablo Sarabia,174,70,28,Left,81,81,84,54.33,67.2,81.33,65.57,72.75,11.6,100000,26000000
341,Jonathan Viera,171,67,31,Right,81,81,81.5,60.33,72.6,79.67,74.14,73.38,12.8,20000,25000000
342,Sebastián Coates,196,92,29,Right,81,81,66,84.33,72.4,53,61.86,46.62,14.6,18500,21500000
343,Kevin Kampl,178,66,29,Right,81,81,84.5,62.67,75.8,78,68.71,65.75,10.6,65000,25000000
344,Xherdan Shaqiri,169,72,28,Left,81,81,83,44,70,79.33,73.14,74.88,11.8,105000,26000000
345,Thomas Delaney,182,79,29,Left,81,81,74.5,81.67,80.6,74,80,71.5,12,65000,22500000
346,Juan Cuadrado,179,72,32,Right,81,81,87.5,75.33,77,77.67,78.29,72.12,7.6,80000,18000000
347,Marcos Alonso,188,85,29,Left,81,81,80.5,77.33,76.6,79,70,78.25,10,95000,22500000
348,Eduardo Salvio,172,68,30,Right,81,81,85,55,74.6,72,80,73.88,9.6,26000,25500000
349,Taison,172,75,32,Right,81,81,86,43.67,66.8,75,80.71,72.75,10.6,25000,20500000
350,Marlos,174,76,32,Left,81,81,87.5,44.33,68,76,76.57,73.62,9.8,25000,20500000
351,Max Kruse,180,76,32,Left,81,81,83,41.33,70.2,80.67,69.29,78.25,9.2,41000,20500000
352,Sami Khedira,189,90,33,Right,81,81,81,78,81.4,78.67,58.43,71.75,9.6,85000,16000000
353,Javi Martínez,192,86,32,Right,81,81,66.5,84,77,70,55.43,58.38,9,75000,18000000
354,Sven Bender,186,81,31,Right,81,81,59,84,75.8,63.67,69.71,51,11.4,65000,17500000
355,Marcano,189,77,33,Left,81,81,59,82.67,69.8,64,69.57,48.5,12.2,17500,12500000
356,Simon Mignolet,193,87,32,Right,81,81,20,12.33,40.8,27.33,54,23.12,79.4,25500,13000000
357,Marek Hamšík,183,73,33,Right,81,81,83,69,75.8,81.33,72,75.62,9.2,20000,20000000
358,Stéphane Ruffier,188,93,34,Right,81,81,13.5,12,42.4,26,55,19.62,79.6,32000,8500000
359,Łukasz Fabiański,190,83,35,Right,81,81,18,13,42.4,22,49.57,20.75,79,25500,2900000
360,Andrea Consigli,189,82,33,Right,81,81,16.5,15.33,34.8,22.67,45.43,20.38,79.6,32000,8500000
361,Franck Ribéry,170,72,37,Right,81,81,87,27.33,66,80,64.43,72.75,9.4,55000,9000000
362,Héctor Herrera,185,80,30,Right,81,81,77,76.67,81,74.33,75.57,68.5,10.8,60000,24500000
363,André-Pierre Gignac,188,89,34,Right,81,81,76,32.33,74.4,72.33,70.29,79.12,12.2,65000,12500000
364,Pepe,188,81,37,Right,81,81,60,83.33,73,64,71.71,52.25,9.4,12500,4600000
365,Iniesta,171,68,36,Right,81,81,87.5,60.33,74,82.67,58.29,70,9,11500,8000000
366,Segundo Mandíquez,188,84,31,Right,80,80,75.5,18,67,52.33,73.43,70.88,10.4,,
367,José María Sildero,177,75,28,Right,80,80,78.5,36,68.4,79,75.43,76.88,13,,
368,Egidio Maestre Schetino,185,80,28,Right,80,80,64,81,72.4,58.33,75,51.12,14,,
369,Mauro Evidio Nérez,178,69,32,Left,80,80,77.5,76.67,76,75.33,78.14,58.88,12,,
370,Luis Roberto Dálves,188,83,28,Right,80,80,73.5,26.33,68,57,74.71,76.38,15.6,,
371,Saúl Marcelo Ardero,171,63,32,Left,80,80,82,22.33,62.2,77.33,69.86,66.25,9.6,,
372,Matías David Baldona,177,75,36,Right,80,80,76,79.33,72,76,72.71,61.62,11,,
373,Jaime Nicolás Frendado,181,82,36,Right,80,80,62,82.33,74.4,55,72.29,65.75,16,,
374,Jorge Ezequiel Serendero,190,85,32,Right,80,80,15,14,45.8,14.67,48.71,16.62,78.6,,
375,Viktor Tsygankov,175,71,22,Left,80,86,80.5,45,65,76.67,71.43,69.12,9.8,20000,34000000
376,Dominik Livaković,187,79,25,Right,80,86,23.5,21.67,40.4,38.33,51.86,17.25,78.6,16000,26000000
377,Nikola Vlašić,178,79,22,Right,80,86,82,48.67,65.2,76,77.14,69.12,11.6,20000,34000000
378,Éder Militão,186,78,22,Right,80,87,70.5,81.33,76.8,70.33,78.43,52.88,12.2,115000,40000000
379,Maximiliano Gómez,186,84,24,Right,80,85,74.5,26,68.8,65.33,73.14,75.62,9.2,40000,32000000
380,Vinícius Jr.,176,73,20,Right,80,93,86.5,25,61.6,70,83.29,66.62,7.2,95000,50000000
381,David Neres,176,66,23,Left,80,85,85.5,34.67,65.6,71.33,76.71,65.5,9.6,20500,32000000
382,Tanguy Ndombele,181,76,23,Right,80,87,87,69.33,77,78,71.43,65.12,9.2,80000,42000000
383,Dean Henderson,190,85,23,Right,80,87,22.5,15,35,28.67,51.43,15.62,78,70000,36000000
384,Mason Mount,178,70,21,Right,80,87,80.5,44,70,77.33,67.71,72,11.2,70000,43000000
385,Mauro Arambarri,175,74,25,Right,80,85,74,79.67,73,72.67,62.86,57,11,27500,29000000
386,Theo Hernández,184,82,22,Left,80,85,77.5,76.33,74.6,72.67,79.43,64.38,8.6,36000,30000000
387,Luka Jović,182,85,22,Right,80,85,80.5,22.33,65.2,66,76,73.88,9.8,140000,33000000
388,Christopher Nkunku,179,72,22,Right,80,86,85,70.33,73,80,73.14,71.12,8.6,50000,34000000
389,Çağlar Söyüncü,185,82,24,Right,80,85,68,80.67,72.6,62,70.29,50.12,6.8,70000,29000000
390,Unai Simón,190,89,23,Right,80,86,14,13.67,37,22,52.86,21.38,77.8,18000,27000000
391,Tony Abranjes,179,80,32,Right,80,80,57.5,79.67,66.2,57,76,49.5,9.4,21000,13500000
392,Laure Santeiro,171,63,20,Left,80,80,82,21.67,62.2,77.33,67.29,66.25,9.6,23000,24000000
393,Héniton Pires,182,74,24,Right,80,80,17,15.67,37.8,25.33,47.57,19.88,78.8,14000,18000000
394,Maikel Catarino,177,75,24,Right,80,80,77.5,77.67,66.2,76.33,72,52.38,13,34000,22000000
395,Leon Bailey,178,79,23,Left,80,85,82,29.33,62.4,70.33,82.57,73.5,12,60000,32500000
396,Mario Hermoso,184,75,25,Left,80,83,71,80.33,76.4,74.67,76.14,54.62,8.8,50000,25000000
397,Marcus Thuram,192,87,23,Right,80,86,82,43,66.2,69,77.43,68.88,12.4,43000,34000000
398,Yeray,183,78,25,Right,80,83,63,82.33,72.4,63.67,73.71,56.25,10.4,26000,25000000
399,Oleksandr Zinchenko,175,64,23,Left,80,85,80.5,77.33,75.8,81,72.57,68.88,12.2,95000,29500000
400,Álex Remiro,191,83,25,Right,80,84,21,16.33,38.6,25,50.43,20.75,79,24500,23000000
401,Gelson Martins,173,74,25,Right,80,83,84,51,68.4,68.67,81.86,68.5,8.6,55000,28000000
402,Nordi Mukiele,187,84,22,Right,80,87,73.5,80.67,71.8,72.33,80,49.38,11.4,45000,40500000
403,Merino,189,83,24,Left,80,86,82.5,75.33,79.6,77.33,74.71,71.25,11.4,30000,33000000
404,Diogo Jota,178,73,23,Right,80,86,84,50.33,77.4,69.33,78.57,69.62,10.8,90000,33500000
405,Nicolò Barella,175,68,23,Right,80,87,83,77.67,79,78.67,75.14,65.12,10.8,85000,42000000
406,Valentin Rongier,172,70,25,Right,80,83,80.5,77,71.8,75.33,68.86,68.5,9.8,44000,27500000
407,Stefan Lainer,175,70,28,Right,80,80,73.5,74.33,76,74.67,78.43,58.38,9.2,41000,20500000
408,Dani Ceballos,179,68,24,Right,80,85,84,72,77.6,78.67,68.29,64.38,12.6,125000,31500000
409,Lukas Klostermann,187,88,24,Right,80,85,72,83.33,74.4,69.67,79.14,45,8.8,45000,29000000
410,Hirving Lozano,175,70,25,Right,80,83,80.5,35.33,68,70.33,79.29,70.75,11.8,65000,29000000
411,Victor Lindelöf,187,80,26,Right,80,84,73.5,81.67,75.8,73,69.14,57,10.4,100000,26500000
412,Angeliño,175,69,23,Left,80,85,81.5,75.33,75.8,81,74.14,67.62,11.6,95000,29500000
413,Matias Vecino,187,81,29,Right,80,80,82.5,77.33,77.8,77.33,69.57,66.88,4,95000,18500000
414,Corentin Tolisso,181,81,26,Right,80,83,79,74.33,78.4,77.67,75,73.88,10.8,75000,27500000
415,Allan Saint-Maximin,173,67,23,Right,80,86,87,23,57.2,70.67,82.29,64.88,9,43000,33500000
416,Juan Musso,191,93,26,Right,80,83,18,14,39.8,25,46.43,21.38,79.4,17000,21000000
417,Franco Armani,189,88,33,Right,80,80,27,15.67,42.6,28,50.43,20.75,77.6,17000,7000000
418,Pierre-Emile Højbjerg,185,84,25,Right,80,84,77.5,77,76.6,75.33,67.71,68.25,10,75000,27500000
419,João Mário,179,73,27,Right,80,81,84.5,63,72,79.67,69.71,67.88,9,100000,24000000
420,Federico Bernardeschi,185,77,26,Left,80,82,84,56.67,70.4,78.33,72.86,74.25,12.8,80000,26000000
421,Kerem Demirbay,183,74,27,Left,80,81,85,61.67,77.2,78,69.29,71.12,13.6,70000,24500000
422,Daniele Rugani,190,84,26,Right,80,83,64.5,83,66.8,58,65.71,44.12,6,70000,25000000
423,Rubén Peña,170,65,29,Right,80,80,81.5,76.33,72.6,74.67,78.29,66.12,10.8,37000,19000000
424,Domenico Berardi,183,72,26,Left,80,81,83,34,69,78.67,71.43,76,5.4,39000,25000000
425,Otávio,172,71,25,Right,80,83,85.5,52.33,72.8,77,69,69,11.4,17000,28000000
426,Piotr Zieliński,180,75,26,Right,80,83,85,70.67,71.8,80.33,70.57,68.62,10,70000,27500000
427,Lucas Vázquez,173,70,29,Right,80,80,80.5,56.67,73.8,77.67,77,68.88,10,165000,20500000
428,Andrea Belotti,181,72,26,Right,80,83,76.5,36.67,70,50.67,78,74.88,10.6,55000,28000000
429,Adnan Januzaj,186,76,25,Left,80,83,84,25,61,78.33,71.29,68.75,11,36000,28000000
430,William Carvalho,187,79,28,Right,80,80,73,74.67,76,76.33,59.71,61.12,9,28500,18500000
431,Jack Grealish,180,68,25,Right,80,83,83.5,46.67,65.8,78.67,68.86,67.62,10.2,65000,29000000
432,Alassane Plea,181,79,27,Right,80,81,79.5,33,70,75,73.86,78.12,13.8,49000,24500000
433,Ben Davies,182,76,27,Left,80,81,76.5,79.67,74.2,75.67,73.29,57.88,9,85000,22000000
434,Iñigo Martínez,182,77,29,Left,80,81,62,82.67,73.2,68.67,74.14,58.38,12.6,28500,19500000
435,Kurt Zouma,190,95,25,Right,80,83,56.5,79.33,71.4,60,72.29,58,11.8,80000,25000000
436,Šime Vrsaljko,181,76,28,Right,80,80,76.5,78.33,72.2,75.67,78.14,60.25,11.6,55000,19000000
437,Damián Suárez,173,68,32,Right,80,80,75,79.33,76.2,77,76.29,69.88,11.2,32000,14500000
438,Héctor Bellerín,178,74,25,Right,80,85,77,77.67,73.2,70.33,75.71,52.88,12.2,75000,29000000
439,Pavel Kadeřábek,182,81,28,Right,80,80,76.5,74.67,76,77.33,76,53.75,11,41000,19000000
440,John Stones,188,70,26,Right,80,83,74.5,82,72.2,72.33,71.43,42.62,10.2,110000,24500000
441,Willy Boly,195,97,29,Right,80,80,66.5,79.67,70.8,67,68.43,43.38,9.8,85000,17500000
442,James Tarkowski,185,81,27,Right,80,81,64.5,80.67,73.4,68.67,66.71,52.75,10,60000,21000000
443,Jérôme Roussillon,175,80,27,Left,80,81,80.5,76.33,75.6,76,81.29,63.88,10.4,49000,22000000
444,Deulofeu,177,73,26,Right,80,81,85.5,28.67,62.8,71.67,73.86,71.62,12.8,25000,25000000
445,Julian Draxler,187,77,27,Right,80,81,83.5,49,69.6,79,72.57,74.12,10,80000,25000000
446,Martin Hinteregger,186,82,28,Left,80,82,59.5,82.33,75.2,67,74.86,68.62,12,32000,22500000
447,Benjamin Lecomte,187,78,29,Left,80,81,17,13.33,39.6,17,42.86,19.75,79.2,45000,16000000
448,Nacho Fernández,180,76,30,Right,80,80,67.5,80.67,68.8,69.67,79,45.88,10.2,135000,17500000
449,Nico Schulz,181,83,27,Left,80,81,74.5,74.67,75.8,76.33,78.86,52.38,11.6,55000,22000000
450,Campaña,179,70,27,Right,80,81,82,68.33,73.8,80.67,68.29,72.75,8.4,31000,24000000
451,Granit Xhaka,185,80,28,Left,80,81,73,69.67,74,80.33,58.71,67.88,9.2,80000,21500000
452,Mathew Ryan,184,82,28,Right,80,82,18.5,15.67,41.4,36,54.86,22.5,79.6,55000,18000000
453,Cédric Bakambu,182,74,29,Right,80,80,76,27.33,70.2,71.67,83.29,73.25,9,21000,21000000
454,Bartra,184,73,29,Right,80,80,74,80,75.8,71.67,74.29,60.75,11.6,28500,17500000
455,Serge Aurier,174,74,27,Right,80,80,77.5,78.33,77.2,75.67,78,60,11.4,85000,20500000
456,Grzegorz Krychowiak,187,84,30,Right,80,80,74.5,74.67,78,74.33,70.43,71.62,10,21000,17500000
457,Enzo Pérez,178,77,34,Right,80,80,78,78.67,79.2,76.67,71.29,68.62,11,21000,7000000
458,Danny Ings,178,73,28,Right,80,80,78.5,24.33,69.4,66.33,74.29,70.88,11.4,70000,23000000
459,Willian José,189,91,28,Right,80,80,77.5,34,70.6,60.67,68.86,75.38,13.6,39000,21500000
460,André Almeida,185,80,30,Right,80,80,77,81.33,76.4,78.33,71.57,61.5,9.4,17000,18500000
461,Henrikh Mkhitaryan,177,75,31,Right,80,80,83,53.67,73.4,77,73.29,73.62,8.4,60000,17500000
462,Mario Gaspar,182,74,29,Right,80,80,73.5,81,73.8,74.33,73.29,66.62,10.6,37000,18500000
463,Escudero,176,72,31,Left,80,80,72.5,79.33,74,78,72.29,65.75,11.6,30000,18000000
464,Ricardo Goulart,181,80,29,Right,80,80,80.5,37.33,66.2,76,77.57,75.88,9.2,21000,21000000
465,Nemanja Matić,194,83,32,Left,80,80,78,79,77.6,78,56.29,70.38,11.4,105000,15000000
466,Benjamin André,180,74,30,Right,80,80,75.5,78,78.2,75.67,77,63.75,10.8,41000,18000000
467,Illarramendi,179,74,30,Right,80,80,79,79.67,79,76.33,60.43,65,11.8,32000,17500000
468,Adem Ljajić,182,74,29,Right,80,80,85,36.33,62.2,79.67,72.57,74.38,9,75000,21000000
469,Luuk de Jong,188,86,30,Right,80,80,71.5,44,67.2,68.67,66.86,76.12,10.6,38000,21000000
470,Guaita,190,80,33,Right,80,80,20,18.33,40,35.67,53.43,24.75,79.6,48000,7000000
471,Pedro,169,67,33,Right,80,80,81.5,37.33,68.4,76,66.57,69.88,10.4,65000,16500000
472,Hulk,180,85,34,Left,80,80,81,41,73.6,75.67,82.57,79.5,9.2,20000,13000000
473,Francis Coquelin,176,74,29,Right,80,80,80,80.67,81.4,77,76,60.88,10.2,40000,20500000
474,Giacomo Bonaventura,181,75,31,Right,80,80,84,71.33,75.2,82,71.14,76.5,12,60000,20000000
475,Nicolas Nkoulou,184,77,30,Right,80,80,70,81,74.4,67.33,71.71,49.12,8.2,48000,17500000
476,Lars Stindl,181,80,32,Right,80,80,80.5,56.67,77,76,66.71,78,10.6,45000,17500000
477,Luiz Gustavo,187,78,33,Left,80,80,70.5,79.33,76.4,71.33,67.43,61.12,10.4,70000,14000000
478,Giuliano,172,68,30,Right,80,80,81,43.33,71.6,77.33,76.57,71,11.4,48000,20500000
479,Alexis Sánchez,168,62,31,Right,80,80,84.5,39,72,75.67,77.57,77,12,105000,17500000
480,Sebastian Giovinco,163,61,33,Right,80,80,85,26.67,68.2,75,68.57,74.38,4.2,48000,13000000
481,David Luiz,189,86,33,Right,80,80,73.5,79,74,75,65.71,71,10.8,80000,10000000
482,Diego Costa,188,83,31,Right,80,80,77,42.33,75.2,60.67,72.57,74.75,11,65000,18000000
483,Simon Kjær,191,82,31,Right,80,80,58,80.33,67.8,65.67,64.43,59.25,10.8,42000,14500000
484,Branislav Ivanović,185,91,36,Right,80,80,62,81.67,76.6,73,68.29,62.62,12.2,60000,3800000
485,Adán,190,92,33,Left,80,80,13.5,17.33,42.2,29.67,56.43,21,78.8,13000,7000000
486,Nacho Monreal,180,77,34,Left,80,80,75,80.33,77.6,74.33,68.29,63.38,5.8,32000,7500000
487,Łukasz Piszczek,184,79,35,Right,80,80,72.5,81.67,80.2,75.67,73.71,68,11.4,40000,5500000
488,Sergio Romero,192,86,33,Right,80,80,26,13.33,41.6,34.67,50.29,19.5,79.4,85000,7000000
489,Daniel Wass,181,74,31,Right,80,80,78,78,76.4,80,74.71,75.88,11.2,38000,15500000
490,Raúl García,184,83,34,Right,80,80,82,68.67,80.4,81.67,64.57,78.25,15,33000,13500000
491,Erik Lamela,184,80,28,Left,80,80,84,53.67,75.2,78.33,70.43,77.62,11.4,100000,21000000
492,Jonny Evans,188,77,32,Right,80,80,56.5,82,70,63.67,64.29,41.62,13.4,80000,13500000
493,Miranda,186,80,36,Right,80,80,71.5,80.33,73.8,68.33,69.86,50.5,10.6,12000,5500000
494,Falcao,177,72,34,Right,80,80,77,33.33,73,64.67,68.71,79.25,8.6,80000,10500000
495,Mousa Dembélé,185,85,33,Left,80,80,88.5,71,76.8,76.33,77.57,67.12,14.2,18500,16500000
496,Fabio Quagliarella,180,79,37,Right,80,80,81.5,23.67,64,72.67,66.86,81.5,5.2,21500,7000000
497,Bafétimbi Gomis,184,77,35,Right,80,80,79,29.67,66,61.67,70,76.75,11.2,50000,10500000
498,Igor Akinfeev,186,78,34,Right,80,80,18.5,14.67,38,21.33,52.14,19.38,78.6,17000,3600000
499,Nani,177,70,33,Right,80,80,86,31.67,70,79,65.14,76.38,8,13000,13000000
500,James Milner,175,70,34,Right,80,80,78.5,78.67,81.2,83.67,66,75.12,9,95000,9500000
501,Joaquín,179,75,39,Right,80,80,82,42.33,67.2,83,60.71,76,10,22000,7000000
502,Arjen Robben,180,80,36,Left,80,80,88,26,64.8,76,68.43,78,13,11500,7000000
503,Leandro Miguel Sáreda,186,80,28,Right,79,79,19,11.67,34.6,10.33,52.57,16.12,77.2,,
504,Enzo Martín Riquero,175,70,32,Right,79,79,76.5,79.33,73.6,72,74.86,60.88,12.4,,
